Symbol	Ensembl	Canonical	MANE
HNRNPA1P40	ENST00000426371	Y	N
ENSG00000254631	ENST00000533008	Y	N
ENSG00000255440	ENST00000524441	Y	N
MIR548AL	ENST00000578416	Y	N
KCNE3	ENST00000310128	Y	Y
ENSG00000254928	ENST00000530510	Y	N
CYCSP27	ENST00000527643	Y	N
ENSG00000254974	ENST00000524889	Y	N
LIPT2	ENST00000310109	Y	Y
ENSG00000254837	ENST00000526036	Y	N
POLD3	ENST00000263681	Y	Y
RANP3	ENST00000530970	Y	N
RN7SKP297	ENST00000411270	Y	N
CHRDL2	ENST00000376332	Y	Y
ENSG00000279353	ENST00000624759	Y	N
MIR4696	ENST00000581431	Y	N
ENSG00000241097	ENST00000461163	Y	N
ENSG00000227615	ENST00000428553	Y	N
RNF169	ENST00000299563	Y	Y
ENSG00000278879	ENST00000624150	Y	N
XRRA1	ENST00000684022	Y	Y
RN7SL239P	ENST00000490061	Y	N
ENSG00000241170	ENST00000462248	Y	N
ENSG00000286943	ENST00000655254	Y	N
SPCS2	ENST00000263672	Y	Y
RNU6-216P	ENST00000363282	Y	N
NEU3	ENST00000294064	Y	Y
ENSG00000284722	ENST00000647690	Y	N
OR2AT2P	ENST00000413438	Y	N
NPM1P50	ENST00000532878	Y	N
OR2AT4	ENST00000641504	Y	N
ENSG00000255395	ENST00000530550	Y	N
OR2AT1P	ENST00000525935	Y	N
SLCO2B1	ENST00000289575	Y	Y
TPBGL-AS1	ENST00000530792	Y	N
ZDHHC20P3	ENST00000531576	Y	N
TPBGL	ENST00000562197	Y	Y
ARRB1	ENST00000420843	Y	Y
ENSG00000254429	ENST00000529215	Y	N
ENSG00000279117	ENST00000624624	Y	N
ENSG00000254963	ENST00000529304	Y	N
MIR326	ENST00000362220	Y	N
RPS3	ENST00000531188	Y	Y
SNORD15A	ENST00000384214	Y	N
SNORD15B	ENST00000384714	Y	N
KLHL35	ENST00000539798	Y	Y
GDPD5	ENST00000336898	Y	Y
ENSG00000254460	ENST00000533740	Y	N
SERPINH1	ENST00000358171	Y	Y
ENSG00000255326	ENST00000527803	Y	N
MAP6	ENST00000304771	Y	Y
ENSG00000255434	ENST00000532553	Y	N
ENSG00000254630	ENST00000530435	Y	N
ENSG00000255280	ENST00000526967	Y	N
MOGAT2	ENST00000198801	Y	Y
RN7SL786P	ENST00000579130	Y	N
DGAT2-DT	ENST00000499390	Y	N
DGAT2	ENST00000228027	Y	Y
ENSG00000254826	ENST00000524768	Y	N
ENSG00000254814	ENST00000534354	Y	N
UVRAG-DT	ENST00000533945	Y	N
UVRAG	ENST00000356136	Y	Y
Y_RNA	ENST00000363386	Y	N
Y_RNA	ENST00000362492	Y	N
PPP1R1AP1	ENST00000525622	Y	N
ENSG00000255081	ENST00000531215	Y	N
RNA5SP344	ENST00000411081	Y	N
ENSG00000254915	ENST00000530091	Y	N
ENSG00000255421	ENST00000529298	Y	N
WNT11	ENST00000322563	Y	Y
ENSG00000254933	ENST00000527314	Y	N
LINC02761	ENST00000531538	Y	N
THAP12	ENST00000260045	Y	Y
GVQW3	ENST00000529331	Y	Y
Y_RNA	ENST00000364886	Y	N
EMSY-DT	ENST00000658868	Y	N
EMSY	ENST00000334736	Y	N
ENSG00000254755	ENST00000527320	Y	N
LINC02757	ENST00000637683	Y	N
ENSG00000255479	ENST00000528781	Y	N
ENSG00000254810	ENST00000686694	Y	N
ENSG00000236304	ENST00000447519	Y	N
LRRC32	ENST00000260061	Y	Y
ENSG00000254975	ENST00000533588	Y	N
GUCY2EP	ENST00000531117	Y	N
ENSG00000254632	ENST00000533437	Y	N
TSKU-AS1	ENST00000528075	Y	N
TSKU	ENST00000333090	Y	Y
ENSG00000261578	ENST00000566747	Y	N
ACER3	ENST00000532485	Y	Y
ENSG00000254988	ENST00000530190	Y	N
B3GNT6	ENST00000622824	Y	Y
CAPN5	ENST00000648180	Y	Y
OMP	ENST00000529803	Y	Y
MYO7A	ENST00000409709	Y	Y
GDPD4	ENST00000315938	Y	Y
TOMM20P1	ENST00000534518	Y	N
PAK1	ENST00000356341	Y	Y
ENSG00000268635	ENST00000598970	Y	N
RNU7-59P	ENST00000459101	Y	N
AQP11	ENST00000313578	Y	Y
CLNS1A	ENST00000525428	Y	Y
RSF1	ENST00000308488	Y	Y
Y_RNA	ENST00000384089	Y	N
RSF1-IT2	ENST00000529656	Y	N
FTH1P16	ENST00000435241	Y	N
RSF1-IT1	ENST00000528233	Y	N
ENSG00000219529	ENST00000404439	Y	N
AAMDC	ENST00000393427	Y	Y
ENSG00000254459	ENST00000525594	Y	N
ENSG00000254691	ENST00000527012	Y	N
ENSG00000255449	ENST00000530972	Y	N
ENSG00000241782	ENST00000495378	Y	N
INTS4	ENST00000534064	Y	Y
ENSG00000255115	ENST00000532139	Y	N
ENSG00000254829	ENST00000533697	Y	N
KCTD14	ENST00000353172	Y	Y
NDUFC2-KCTD14	ENST00000530054	Y	N
ENSG00000254675	ENST00000526730	Y	N
THRSP	ENST00000281030	Y	Y
NDUFC2	ENST00000281031	Y	Y
ALG8	ENST00000299626	Y	Y
RNU6-126P	ENST00000516685	Y	N
KCTD21-AS1	ENST00000662186	Y	N
KCTD21	ENST00000340067	Y	Y
USP35	ENST00000529308	Y	Y
GAB2	ENST00000361507	Y	Y
ENSG00000288538	ENST00000656562	Y	N
ENSG00000288853	ENST00000691438	Y	N
ENSG00000254420	ENST00000534168	Y	N
ENSG00000288393	ENST00000671814	Y	N
ENSG00000254649	ENST00000527030	Y	N
LINC02728	ENST00000513207	Y	N
NARS2	ENST00000281038	Y	Y
ENSG00000255084	ENST00000526976	Y	N
RNU6-311P	ENST00000516224	Y	N
COPS8P3	ENST00000526024	Y	N
TENM4	ENST00000278550	Y	Y
ENSG00000254563	ENST00000526741	Y	N
ENSG00000255345	ENST00000534593	Y	N
ENSG00000254885	ENST00000527440	Y	N
MIR708	ENST00000390708	Y	N
MIR5579	ENST00000580400	Y	N
ENSG00000255209	ENST00000526851	Y	N
ENSG00000279295	ENST00000623322	Y	N
ENSG00000254471	ENST00000528393	Y	N
ENSG00000254434	ENST00000532605	Y	N
RNU6-544P	ENST00000363276	Y	N
ARL6IP1P3	ENST00000524544	Y	N
LINC02720	ENST00000526840	Y	N
ENSG00000254437	ENST00000531124	Y	N
ENSG00000285568	ENST00000647625	Y	N
ENSG00000287912	ENST00000671134	Y	N
MTND4LP18	ENST00000526864	Y	N
MTND6P25	ENST00000528711	Y	N
ENSG00000270701	ENST00000605877	Y	N
MIR4300	ENST00000581016	Y	N
ENSG00000254511	ENST00000526154	Y	N
MIR4300HG	ENST00000532217	Y	N
ENSG00000255246	ENST00000661021	Y	N
RPS28P7	ENST00000473748	Y	N
FAM181B	ENST00000329203	Y	Y
LINC02734	ENST00000657980	Y	N
RBMXP3	ENST00000528645	Y	N
PRCP	ENST00000313010	Y	Y
EIF2S2P6	ENST00000527936	Y	N
DDIAS	ENST00000533655	Y	Y
ENSG00000242279	ENST00000474462	Y	N
ENSG00000254698	ENST00000527550	Y	N
RAB30	ENST00000527633	Y	Y
ENSG00000254522	ENST00000530976	Y	N
SNORA70E	ENST00000384492	Y	N
RAB30-DT	ENST00000658004	Y	N
ENSG00000255503	ENST00000533329	Y	N
ENSG00000279900	ENST00000624584	Y	N
COX5BP4	ENST00000527291	Y	N
C1DP5	ENST00000525775	Y	N
BCAS2P1	ENST00000528022	Y	N
PCF11	ENST00000298281	Y	N
ENSG00000254676	ENST00000528133	Y	N
ANKRD42-DT	ENST00000602381	Y	N
PCF11-AS1	ENST00000602322	Y	N
ANKRD42	ENST00000533342	Y	Y
CKS1BP4	ENST00000533906	Y	N
ENSG00000254551	ENST00000531869	Y	N
RPL32P24	ENST00000463987	Y	N
CCDC90B	ENST00000529689	Y	Y
CCDC90B-AS1	ENST00000530045	Y	N
CYCSP28	ENST00000534284	Y	N
ENSG00000274004	ENST00000617700	Y	N
DLG2	ENST00000376104	Y	Y
DLG2-AS2	ENST00000533669	Y	N
ENSG00000254629	ENST00000528055	Y	N
LDHAL6DP	ENST00000513668	Y	N
HNRNPA1P72	ENST00000529511	Y	N
ENSG00000240174	ENST00000472460	Y	N
ENSG00000254787	ENST00000534275	Y	N
ENSG00000274006	ENST00000622319	Y	N
ENSG00000276179	ENST00000614607	Y	N
ENSG00000255555	ENST00000532123	Y	N
ENSG00000255396	ENST00000532151	Y	N
HNRNPCP6	ENST00000525816	Y	N
ENSG00000254684	ENST00000528836	Y	N
ENSG00000254897	ENST00000533748	Y	N
RNU6-1292P	ENST00000383856	Y	N
TMEM126B	ENST00000358867	Y	Y
TMEM126A	ENST00000304511	Y	Y
CREBZF	ENST00000527447	Y	Y
CCDC89	ENST00000316398	Y	Y
SYTL2	ENST00000359152	Y	Y
ENSG00000279742	ENST00000623909	Y	N
CCDC83	ENST00000342404	Y	Y
ENSG00000255005	ENST00000531414	Y	N
SLC25A1P1	ENST00000528351	Y	N
PICALM	ENST00000393346	Y	Y
RNU6-560P	ENST00000364007	Y	N
LINC02695	ENST00000530126	Y	N
FNTAP1	ENST00000530657	Y	N
Metazoa_SRP	ENST00000618659	Y	N
ENSG00000288809	ENST00000689502	Y	N
EED	ENST00000263360	Y	Y
MIR6755	ENST00000619993	Y	N
ENSG00000254783	ENST00000524828	Y	N
SETP17	ENST00000534163	Y	N
HIKESHI	ENST00000278483	Y	Y
RN7SL225P	ENST00000464648	Y	N
CCDC81	ENST00000445632	Y	Y
ENSG00000254733	ENST00000524610	Y	N
PTP4A1P6	ENST00000531034	Y	N
ENSG00000278989	ENST00000624124	Y	N
ME3	ENST00000543262	Y	N
ENSG00000254731	ENST00000526206	Y	N
ENSG00000255250	ENST00000532979	Y	N
PRSS23	ENST00000280258	Y	Y
MOB4P2	ENST00000605633	Y	N
OR7E13P	ENST00000526052	Y	N
ENSG00000269895	ENST00000602510	Y	N
OR7E2P	ENST00000533071	Y	N
ENSG00000255471	ENST00000528660	Y	N
ENSG00000280339	ENST00000624364	Y	N
FZD4	ENST00000531380	Y	Y
FZD4-DT	ENST00000662165	Y	N
HNRNPCP8	ENST00000528764	Y	N
TMEM135	ENST00000305494	Y	Y
XIAPP2	ENST00000527404	Y	N
ENSG00000279836	ENST00000624203	Y	N
ENSG00000213287	ENST00000528959	Y	N
ENSG00000270510	ENST00000603803	Y	N
PSMA2P1	ENST00000526365	Y	N
ENSG00000255391	ENST00000528472	Y	N
ENSG00000279701	ENST00000624220	Y	N
ENSG00000278929	ENST00000624107	Y	N
RNU6-1135P	ENST00000411083	Y	N
U6	ENST00000637085	Y	N
LINC02711	ENST00000532606	Y	N
ENSG00000279341	ENST00000624168	Y	N
MTCYBP41	ENST00000528913	Y	N
ENSG00000255022	ENST00000529711	Y	N
ENSG00000279793	ENST00000623299	Y	N
ENSG00000285835	ENST00000649399	Y	N
ENSG00000280307	ENST00000624659	Y	N
ENSG00000254794	ENST00000533307	Y	N
ENSG00000255516	ENST00000532849	Y	N
ENSG00000255102	ENST00000531454	Y	N
ENSG00000255241	ENST00000528458	Y	N
Y_RNA	ENST00000383963	Y	N
RAB38	ENST00000243662	Y	Y
ENSG00000279733	ENST00000624727	Y	N
MIR3166	ENST00000577344	Y	N
CTSC	ENST00000227266	Y	Y
ENSG00000288018	ENST00000684900	Y	N
GAPDHP70	ENST00000515281	Y	N
GRM5-AS1	ENST00000526448	Y	N
GRM5	ENST00000305447	Y	Y
RNU6-16P	ENST00000384385	Y	N
TYR	ENST00000263321	Y	Y
CBX3P7	ENST00000532876	Y	N
ENSG00000279297	ENST00000625091	Y	N
ENSG00000279603	ENST00000623429	Y	N
NOX4	ENST00000263317	Y	Y
H3P34	ENST00000532005	Y	N
ENSG00000279248	ENST00000623832	Y	N
ENSG00000279697	ENST00000624827	Y	N
ENSG00000255429	ENST00000528319	Y	N
ENSG00000279045	ENST00000624036	Y	N
ENSG00000279056	ENST00000624904	Y	N
ENSG00000280201	ENST00000624698	Y	N
FOLH1B	ENST00000529567	Y	N
UBTFL10	ENST00000528532	Y	N
ENSG00000279163	ENST00000623831	Y	N
TRIM77	ENST00000398290	Y	Y
ENSG00000255486	ENST00000530980	Y	N
ENSG00000255540	ENST00000527668	Y	N
UBTFL2	ENST00000411859	Y	N
ENSG00000254971	ENST00000527332	Y	N
ENSG00000255170	ENST00000526316	Y	N
ENSG00000204456	ENST00000527402	Y	N
TRIM64DP	ENST00000529289	Y	N
ENSG00000255162	ENST00000532228	Y	N
ENSG00000255285	ENST00000531893	Y	N
TRIM49	ENST00000329758	Y	Y
ENSG00000250946	ENST00000507987	Y	N
TRIM53BP	ENST00000532912	Y	N
TRIM51BP	ENST00000525732	Y	N
ENSG00000254558	ENST00000529293	Y	N
TRIM64B	ENST00000329862	Y	N
ENSG00000255235	ENST00000529514	Y	N
ENSG00000254617	ENST00000525489	Y	N
ENSG00000254785	ENST00000531260	Y	N
MTND1P35	ENST00000526739	Y	N
TRIM49D1	ENST00000420869	Y	Y
TRIM49D2	ENST00000623787	Y	Y
ENSG00000254818	ENST00000530354	Y	N
ENSG00000278837	ENST00000618202	Y	N
ENSG00000255360	ENST00000526848	Y	N
ENSG00000254655	ENST00000524456	Y	N
TRIM64	ENST00000533122	Y	N
ENSG00000255305	ENST00000527152	Y	N
TRIM51EP	ENST00000524374	Y	N
TRIM53AP	ENST00000532014	Y	N
ENSG00000255184	ENST00000525033	Y	N
TRIM49C	ENST00000448984	Y	Y
ENSG00000254803	ENST00000533949	Y	N
ENSG00000254916	ENST00000530158	Y	N
TRIM64EP	ENST00000531233	Y	N
ENSG00000255011	ENST00000532034	Y	N
ENSG00000254888	ENST00000527814	Y	N
UBTFL1	ENST00000530464	Y	Y
ENSG00000254436	ENST00000529682	Y	N
ENSG00000286665	ENST00000657257	Y	N
ENSG00000207299	ENST00000384569	Y	N
ENSG00000279299	ENST00000624182	Y	N
NAALAD2	ENST00000534061	Y	Y
ENSG00000280385	ENST00000623539	Y	N
CHORDC1	ENST00000320585	Y	Y
ENSG00000280367	ENST00000623330	Y	N
DISC1FP1	ENST00000649150	Y	N
TUBAP2	ENST00000530835	Y	N
MIR4490	ENST00000582647	Y	N
ENSG00000280430	ENST00000623107	Y	N
MIR1261	ENST00000408659	Y	N
ENSG00000280085	ENST00000623482	Y	N
ENSG00000279209	ENST00000625148	Y	N
ENSG00000279438	ENST00000625137	Y	N
OSBPL9P2	ENST00000526582	Y	N
OSBPL9P3	ENST00000534523	Y	N
LINC02748	ENST00000526509	Y	N
ENSG00000280124	ENST00000623636	Y	N
ENSG00000278980	ENST00000625093	Y	N
ENSG00000280093	ENST00000623291	Y	N
LINC02756	ENST00000671523	Y	N
TUBB4BP4	ENST00000527023	Y	N
ENSG00000278859	ENST00000623552	Y	N
RPL7AP57	ENST00000497708	Y	N
FAT3	ENST00000525166	Y	Y
NDUFB11P1	ENST00000455818	Y	N
PGAM1P9	ENST00000503887	Y	N
ENSG00000254705	ENST00000531176	Y	N
RPS3AP42	ENST00000471604	Y	N
ENSG00000255506	ENST00000529884	Y	N
LINC02746	ENST00000635432	Y	N
ENSG00000255127	ENST00000528208	Y	N
SNRPGP16	ENST00000533275	Y	N
ENSG00000254874	ENST00000532770	Y	N
MTNR1B	ENST00000257068	Y	Y
RPL26P31	ENST00000463604	Y	N
ENSG00000278892	ENST00000624450	Y	N
ENSG00000279304	ENST00000624580	Y	N
SLC36A4	ENST00000326402	Y	Y
ENSG00000255445	ENST00000527756	Y	N
ENSG00000280379	ENST00000623872	Y	N
ENSG00000279269	ENST00000623456	Y	N
ENSG00000233737	ENST00000531740	Y	N
ENSG00000255233	ENST00000531846	Y	N
ENSG00000279684	ENST00000623739	Y	N
DEUP1	ENST00000298050	Y	Y
SMCO4	ENST00000298966	Y	Y
SRP14P2	ENST00000533701	Y	N
RN7SL223P	ENST00000470401	Y	N
ENSG00000279454	ENST00000624680	Y	N
ENSG00000278953	ENST00000624100	Y	N
ENSG00000255515	ENST00000527217	Y	N
CEP295	ENST00000325212	Y	Y
Y_RNA	ENST00000363005	Y	N
SCARNA9	ENST00000530422	Y	N
ENSG00000275146	ENST00000364329	Y	N
ENSG00000273885	ENST00000362805	Y	N
ENSG00000279696	ENST00000624493	Y	N
SNORA25	ENST00000384384	Y	N
SNORA32	ENST00000384072	Y	N
SNORD6	ENST00000365444	Y	N
SNORA1	ENST00000384107	Y	N
SNORA8	ENST00000384574	Y	N
SNORD5	ENST00000459342	Y	N
SNORA18	ENST00000384416	Y	N
MIR1304	ENST00000408243	Y	N
SNORA40	ENST00000388090	Y	N
TAF1D	ENST00000448108	Y	Y
ENSG00000284057	ENST00000638767	Y	N
C11orf54	ENST00000354421	Y	Y
MED17	ENST00000251871	Y	Y
VSTM5	ENST00000409977	Y	Y
Y_RNA	ENST00000384184	Y	N
ENSG00000255995	ENST00000534879	Y	N
HPRT1P3	ENST00000539521	Y	N
HEPHL1	ENST00000315765	Y	Y
PHBP16	ENST00000446318	Y	N
PANX1	ENST00000227638	Y	Y
ENSG00000250519	ENST00000655054	Y	N
ARPC3P3	ENST00000397300	Y	N
IZUMO1R	ENST00000687084	Y	Y
GPR83	ENST00000243673	Y	Y
MRE11	ENST00000323929	Y	Y
MIR548L	ENST00000408303	Y	N
ENSG00000255893	ENST00000541092	Y	N
ANKRD49	ENST00000544612	Y	Y
C11orf97	ENST00000542198	Y	Y
FUT4	ENST00000358752	Y	Y
PIWIL4-AS1	ENST00000536540	Y	N
ENSG00000280167	ENST00000622912	Y	N
PIWIL4	ENST00000299001	Y	Y
ENSG00000233536	ENST00000438416	Y	N
LINC02700	ENST00000648581	Y	N
ENSG00000288789	ENST00000693361	Y	N
AMOTL1	ENST00000433060	Y	Y
ENSG00000256469	ENST00000545958	Y	N
ST13P11	ENST00000439405	Y	N
CWC15	ENST00000279839	Y	Y
KDM4D	ENST00000335080	Y	Y
ENSG00000255653	ENST00000545768	Y	N
KDM4E	ENST00000450979	Y	Y
ENSG00000274486	ENST00000616726	Y	N
ENSG00000256779	ENST00000442518	Y	N
ENSG00000257012	ENST00000542623	Y	N
KDM4F	ENST00000545950	Y	N
ENSG00000277984	ENST00000620602	Y	N
SRSF8	ENST00000587424	Y	Y
ENDOD1	ENST00000278505	Y	Y
BUD13P1	ENST00000603676	Y	N
ENSG00000270578	ENST00000604432	Y	N
ENSG00000245552	ENST00000657854	Y	N
SESN3	ENST00000536441	Y	Y
ENSG00000282834	ENST00000634407	Y	N
ENSG00000250390	ENST00000511947	Y	N
ENSG00000285842	ENST00000648353	Y	N
ENSG00000255605	ENST00000545912	Y	N
ENSG00000273600	ENST00000611253	Y	N
FAM76B	ENST00000358780	Y	Y
CEP57	ENST00000325542	Y	Y
MTMR2	ENST00000346299	Y	Y
RNA5SP345	ENST00000410646	Y	N
RPL32P25	ENST00000472927	Y	N
MAML2	ENST00000524717	Y	Y
ENSG00000285921	ENST00000648443	Y	N
MIR1260B	ENST00000582890	Y	N
CCDC82	ENST00000646818	Y	Y
JRKL	ENST00000332349	Y	Y
JRKL-AS1	ENST00000511243	Y	N
RNA5SP346	ENST00000363541	Y	N
LINC02737	ENST00000543403	Y	N
ENSG00000255376	ENST00000529375	Y	N
ENSG00000254587	ENST00000661755	Y	N
MED28P5	ENST00000528254	Y	N
ENSG00000270753	ENST00000604675	Y	N
LINC02553	ENST00000529088	Y	N
RNA5SP347	ENST00000362445	Y	N
LINC02713	ENST00000667368	Y	N
ENSG00000254555	ENST00000524605	Y	N
ENSG00000255380	ENST00000531194	Y	N
ENSG00000254939	ENST00000527289	Y	N
ENSG00000254599	ENST00000532109	Y	N
ENSG00000254830	ENST00000527345	Y	N
CNTN5	ENST00000524871	Y	Y
RN7SKP53	ENST00000411337	Y	N
RPA2P3	ENST00000533268	Y	N
RN7SL222P	ENST00000476452	Y	N
PPIAP43	ENST00000527147	Y	N
ARHGAP42-AS1	ENST00000501397	Y	N
ARHGAP42	ENST00000298815	Y	Y
RN7SKP115	ENST00000363177	Y	N
PGR	ENST00000325455	Y	Y
PGR-AS1	ENST00000632820	Y	N
ENSG00000255504	ENST00000526107	Y	N
TRPC6	ENST00000344327	Y	Y
MIR3920	ENST00000581751	Y	N
ENSG00000254506	ENST00000526526	Y	N
ENSG00000254534	ENST00000530032	Y	N
ANGPTL5	ENST00000334289	Y	Y
CEP126	ENST00000263468	Y	Y
CFAP300	ENST00000434758	Y	Y
RNA5SP535	ENST00000617631	Y	N
ENSG00000260008	ENST00000566440	Y	N
ENSG00000277459	ENST00000614441	Y	N
YAP1	ENST00000282441	Y	Y
ENSG00000254422	ENST00000526310	Y	N
ENSG00000243777	ENST00000463969	Y	N
ENSG00000270868	ENST00000603702	Y	N
ENSG00000271600	ENST00000604811	Y	N
RNU6-952P	ENST00000391164	Y	N
ENSG00000288528	ENST00000673690	Y	N
BIRC3	ENST00000263464	Y	Y
ENSG00000288833	ENST00000687499	Y	N
BIRC2	ENST00000227758	Y	Y
TMEM123	ENST00000398136	Y	Y
TMEM123-DT	ENST00000528717	Y	N
ENSG00000255482	ENST00000529278	Y	N
MMP7	ENST00000260227	Y	Y
MMP20	ENST00000260228	Y	Y
ENSG00000256916	ENST00000542119	Y	N
ENSG00000281655	ENST00000629499	Y	N
MMP27	ENST00000260229	Y	Y
MMP8	ENST00000236826	Y	Y
ENSG00000225678	ENST00000540293	Y	N
ENSG00000256254	ENST00000535634	Y	N
MMP10	ENST00000279441	Y	Y
MMP1	ENST00000315274	Y	Y
ENSG00000256035	ENST00000546014	Y	N
WTAPP1	ENST00000537774	Y	N
MMP3	ENST00000299855	Y	Y
MMP12	ENST00000571244	Y	Y
BOLA3P1	ENST00000530713	Y	N
RNU7-159P	ENST00000459284	Y	N
MMP13	ENST00000260302	Y	Y
ENSG00000276521	ENST00000615334	Y	N
ENSG00000239861	ENST00000463339	Y	N
DCUN1D5	ENST00000260247	Y	Y
ENSG00000260966	ENST00000561652	Y	N
DYNC2H1	ENST00000375735	Y	Y
ENSG00000285878	ENST00000649070	Y	N
MTCO3P15	ENST00000526563	Y	N
MTATP6P15	ENST00000527233	Y	N
MTCO2P15	ENST00000532655	Y	N
MTCO1P15	ENST00000529569	Y	N
MTND2P26	ENST00000528255	Y	N
MTND1P36	ENST00000522384	Y	N
ENSG00000254824	ENST00000528866	Y	N
ENSG00000254987	ENST00000533459	Y	N
MIR4693	ENST00000578405	Y	N
PDGFD	ENST00000393158	Y	Y
ENSG00000255548	ENST00000527804	Y	N
DDI1	ENST00000302259	Y	Y
ENSG00000280773	ENST00000627518	Y	N
LINC02552	ENST00000536529	Y	N
ENSG00000270449	ENST00000604799	Y	N
ENSG00000254569	ENST00000531656	Y	N
CASP12	ENST00000417998	Y	N
CASP4LP	ENST00000532441	Y	N
CASP4	ENST00000444739	Y	Y
ENSG00000284715	ENST00000641024	Y	N
CASP5	ENST00000260315	Y	Y
CASP1	ENST00000533400	Y	Y
CARD16	ENST00000673097	Y	Y
ENSG00000288255	ENST00000672013	Y	N
CASP1P2	ENST00000526830	Y	N
CARD17	ENST00000638172	Y	N
CASP1P1	ENST00000526345	Y	N
CARD18	ENST00000530950	Y	Y
ENSG00000289383	ENST00000686691	Y	N
OR2AL1P	ENST00000529862	Y	N
ENSG00000255336	ENST00000528941	Y	N
Metazoa_SRP	ENST00000612667	Y	N
GRIA4	ENST00000282499	Y	Y
HSPD1P13	ENST00000531988	Y	N
RNU4-55P	ENST00000410731	Y	N
RNU6-277P	ENST00000516272	Y	N
ENSG00000285813	ENST00000649670	Y	N
MSANTD4	ENST00000301919	Y	Y
KBTBD3	ENST00000531837	Y	Y
AASDHPPT	ENST00000278618	Y	Y
ENSG00000254433	ENST00000532422	Y	N
ENSG00000287846	ENST00000654901	Y	N
LINC02719	ENST00000524966	Y	N
ENSG00000286345	ENST00000657948	Y	N
ENSG00000254811	ENST00000534002	Y	N
ENSG00000255065	ENST00000529025	Y	N
ENSG00000287802	ENST00000654142	Y	N
ENSG00000289232	ENST00000692272	Y	N
GUCY1A2	ENST00000526355	Y	Y
ENSG00000274584	ENST00000616149	Y	N
ENSG00000213252	ENST00000531301	Y	N
ASS1P13	ENST00000526512	Y	N
ENSG00000261098	ENST00000561746	Y	N
CWF19L2	ENST00000282251	Y	Y
SMARCE1P1	ENST00000417747	Y	N
ALKBH8	ENST00000428149	Y	Y
ENSG00000270969	ENST00000604056	Y	N
ELMOD1	ENST00000265840	Y	Y
ENSG00000255483	ENST00000532684	Y	N
ENSG00000254758	ENST00000530968	Y	N
SLN	ENST00000305991	Y	Y
ENSG00000254702	ENST00000528257	Y	N
SLC35F2	ENST00000525815	Y	Y
ENSG00000240652	ENST00000474540	Y	N
RAB39A	ENST00000320578	Y	Y
ENSG00000288012	ENST00000660738	Y	N
CUL5	ENST00000393094	Y	Y
Y_RNA	ENST00000363985	Y	N
ENSG00000255467	ENST00000525548	Y	N
ACAT1	ENST00000265838	Y	Y
ENSG00000285696	ENST00000649165	Y	N
NPAT	ENST00000278612	Y	Y
ATM	ENST00000675843	Y	Y
Y_RNA	ENST00000384240	Y	N
C11orf65	ENST00000393084	Y	Y
POGLUT3	ENST00000323468	Y	Y
EXPH5	ENST00000265843	Y	Y
DDX10	ENST00000322536	Y	Y
RPS2P39	ENST00000492327	Y	N
ENSG00000254730	ENST00000533503	Y	N
CYCSP29	ENST00000533731	Y	N
ENSG00000203334	ENST00000615020	Y	N
ENSG00000255528	ENST00000526041	Y	N
RNU6-654P	ENST00000364373	Y	N
RNA5SP349	ENST00000363743	Y	N
SNORD39	ENST00000584451	Y	N
ENSG00000255028	ENST00000532992	Y	N
C11orf87	ENST00000327419	Y	Y
ENSG00000254890	ENST00000529418	Y	N
ENSG00000254482	ENST00000525638	Y	N
LINC02715	ENST00000662064	Y	N
ENSG00000289465	ENST00000692099	Y	N
TFAMP2	ENST00000531132	Y	N
ENSG00000287245	ENST00000663040	Y	N
RPSAP50	ENST00000481955	Y	N
ENSG00000270423	ENST00000603241	Y	N
ENSG00000255210	ENST00000525414	Y	N
ZC3H12C	ENST00000278590	Y	Y
RDX	ENST00000645495	Y	Y
LINC02732	ENST00000526605	Y	N
FDX1	ENST00000260270	Y	Y
ARHGAP20	ENST00000683387	Y	Y
HNRNPA1P60	ENST00000526810	Y	N
ENSG00000255149	ENST00000530590	Y	N
ENSG00000287556	ENST00000660486	Y	N
RNA5SP350	ENST00000363298	Y	N
ENSG00000271390	ENST00000604700	Y	N
LINC02550	ENST00000636877	Y	N
ENSG00000287028	ENST00000659487	Y	N
RPS17P15	ENST00000475609	Y	N
ENSG00000270202	ENST00000604639	Y	N
C11orf53	ENST00000280325	Y	Y
COLCA1	ENST00000620864	Y	N
COLCA2	ENST00000610738	Y	Y
ENSG00000288097	ENST00000657425	Y	N
MIR4491	ENST00000581087	Y	N
POU2AF1	ENST00000393067	Y	Y
RNU2-60P	ENST00000517290	Y	N
ENSG00000255428	ENST00000528614	Y	N
ENSG00000255093	ENST00000635926	Y	N
BTG4	ENST00000692032	Y	Y
ENSG00000286028	ENST00000651138	Y	N
MIR34B	ENST00000385076	Y	N
MIR34C	ENST00000384831	Y	N
ENSG00000254980	ENST00000530283	Y	N
HOATZ	ENST00000375618	Y	Y
LAYN	ENST00000375614	Y	Y
SIK2	ENST00000304987	Y	Y
ENSG00000235286	ENST00000425960	Y	N
RN7SKP273	ENST00000411392	Y	N
PPP2R1B	ENST00000527614	Y	Y
ENSG00000254990	ENST00000529841	Y	N
ALG9	ENST00000616540	Y	Y
ENSG00000258529	ENST00000622211	Y	N
ALG9-IT1	ENST00000531305	Y	N
GNG5P3	ENST00000530977	Y	N
FDXACB1	ENST00000260257	Y	Y
C11orf1	ENST00000260276	Y	Y
RPL37AP8	ENST00000494116	Y	N
