Symbol	Ensembl	Canonical	MANE
COLCA1	ENST00000620864	Y	N
COLCA2	ENST00000610738	Y	N
POU2AF1	ENST00000393067	Y	Y
BTG4	ENST00000356018	Y	N
HOATZ	ENST00000375618	Y	Y
LAYN	ENST00000375614	Y	Y
SIK2	ENST00000304987	Y	Y
PPP2R1B	ENST00000527614	Y	Y
ALG9	ENST00000616540	Y	Y
ALG9-IT1	ENST00000531305	Y	N
GNG5P3	ENST00000530977	Y	N
FDXACB1	ENST00000260257	Y	Y
C11orf1	ENST00000260276	Y	Y
RPL37AP8	ENST00000494116	Y	N
CRYAB	ENST00000650687	Y	Y
HSPB2	ENST00000304298	Y	Y
HSPB2-C11orf52	ENST00000527616	Y	N
C11orf52	ENST00000278601	Y	Y
RNA5SP351	ENST00000459480	Y	N
DIXDC1	ENST00000440460	Y	Y
DLAT	ENST00000280346	Y	Y
PPIHP1	ENST00000428428	Y	N
PIH1D2	ENST00000280350	Y	Y
NKAPD1	ENST00000393047	Y	Y
TIMM8B	ENST00000504148	Y	Y
SDHD	ENST00000375549	Y	Y
AP002884.2	ENST00000532699	Y	N
IL18	ENST00000280357	Y	Y
TEX12	ENST00000280358	Y	Y
BCO2	ENST00000357685	Y	Y
KCTD9P4	ENST00000526766	Y	N
MRPS36P4	ENST00000534436	Y	N
RPS12P21	ENST00000471647	Y	N
PTS	ENST00000280362	Y	Y
RPS6P16	ENST00000479691	Y	N
PLET1	ENST00000338832	Y	Y
ST13P10	ENST00000526466	Y	N
LINC02762	ENST00000504610	Y	N
LINC02763	ENST00000665326	Y	N
RPL23AP62	ENST00000463396	Y	N
LINC02764	ENST00000525984	Y	N
NCAM1	ENST00000316851	Y	Y
NCAM1-AS1	ENST00000662696	Y	N
TTC12	ENST00000529221	Y	Y
ANKK1	ENST00000303941	Y	Y
DRD2	ENST00000362072	Y	Y
TMPRSS5	ENST00000299882	Y	Y
MTRF1LP1	ENST00000321235	Y	N
ZW10	ENST00000200135	Y	Y
RPS29P19	ENST00000479709	Y	N
CLDN25	ENST00000453129	Y	N
ATF4P4	ENST00000438498	Y	N
LRRC37A13P	ENST00000546055	Y	N
USP28	ENST00000003302	Y	N
HTR3B	ENST00000537778	Y	N
HTR3A	ENST00000504030	Y	Y
ZBTB16	ENST00000335953	Y	Y
NNMT	ENST00000299964	Y	Y
C11orf71	ENST00000623205	Y	Y
RBM7	ENST00000375490	Y	Y
REXO2	ENST00000265881	Y	Y
NXPE2P1	ENST00000543705	Y	N
NXPE1	ENST00000534921	Y	N
NXPE4	ENST00000375478	Y	Y
NXPE2	ENST00000389586	Y	Y
CADM1	ENST00000331581	Y	Y
AP000465.1	ENST00000661109	Y	N
AP000462.3	ENST00000545593	Y	N
RPL12P46	ENST00000436610	Y	N
LINC02698	ENST00000539305	Y	N
LINC00900	ENST00000666130	Y	N
LINC02703	ENST00000653503	Y	N
LINC02151	ENST00000452629	Y	N
LINC02702	ENST00000669244	Y	N
BUD13	ENST00000260210	Y	Y
ZPR1	ENST00000227322	Y	Y
APOA5	ENST00000227665	Y	Y
APOA4	ENST00000357780	Y	Y
APOC3	ENST00000227667	Y	Y
APOA1	ENST00000236850	Y	Y
APOA1-AS	ENST00000669664	Y	N
SIK3	ENST00000375300	Y	N
PAFAH1B2	ENST00000527958	Y	Y
SIDT2	ENST00000324225	Y	Y
TAGLN	ENST00000392951	Y	Y
PCSK7	ENST00000320934	Y	Y
RNF214	ENST00000300650	Y	Y
BACE1	ENST00000313005	Y	Y
BACE1-AS	ENST00000614401	Y	N
CEP164	ENST00000278935	Y	Y
PRR13P3	ENST00000603578	Y	N
DSCAML1	ENST00000651296	Y	Y
AP000711.1	ENST00000624964	Y	N
FXYD2	ENST00000292079	Y	Y
FXYD6-FXYD2	ENST00000614497	Y	N
FXYD6	ENST00000526014	Y	Y
TMPRSS13	ENST00000524993	Y	Y
IL10RA	ENST00000227752	Y	Y
SMIM35	ENST00000636151	Y	N
TMPRSS4	ENST00000437212	Y	Y
SCN4B	ENST00000324727	Y	Y
SCN2B	ENST00000278947	Y	Y
JAML	ENST00000356289	Y	Y
HSPE1P18	ENST00000517602	Y	N
MPZL3	ENST00000278949	Y	Y
MPZL2	ENST00000278937	Y	Y
CD3E	ENST00000361763	Y	Y
CD3D	ENST00000300692	Y	Y
CD3G	ENST00000532917	Y	Y
UBE4A	ENST00000252108	Y	Y
ATP5MG	ENST00000300688	Y	Y
KMT2A	ENST00000534358	Y	Y
TTC36	ENST00000302783	Y	Y
TMEM25	ENST00000313236	Y	Y
IFT46	ENST00000264021	Y	Y
RPL5P30	ENST00000465511	Y	N
ARCN1	ENST00000264028	Y	Y
PHLDB1	ENST00000600882	Y	Y
TREH	ENST00000264029	Y	Y
TREHP1	ENST00000531328	Y	N
DDX6	ENST00000534980	Y	Y
SETP16	ENST00000531054	Y	N
CXCR5	ENST00000292174	Y	Y
UPK2	ENST00000264031	Y	Y
FOXR1	ENST00000317011	Y	Y
CENATAC-DT	ENST00000526453	Y	N
CENATAC	ENST00000334418	Y	Y
RPL23AP64	ENST00000469465	Y	N
RPS25	ENST00000527673	Y	Y
TRAPPC4	ENST00000533632	Y	Y
SLC37A4	ENST00000330775	Y	N
HYOU1	ENST00000617285	Y	Y
VPS11	ENST00000621676	Y	Y
HMBS	ENST00000652429	Y	Y
H2AX	ENST00000530167	Y	N
DPAGT1	ENST00000354202	Y	Y
C2CD2L	ENST00000648610	Y	Y
HINFP	ENST00000350777	Y	Y
ABCG4	ENST00000619701	Y	Y
NLRX1	ENST00000409109	Y	Y
PDZD3	ENST00000355547	Y	Y
CCDC153	ENST00000503566	Y	N
CBL	ENST00000264033	Y	Y
MCAM	ENST00000264036	Y	Y
RNF26	ENST00000311413	Y	Y
C1QTNF5	ENST00000528368	Y	Y
MFRP	ENST00000619721	Y	Y
USP2	ENST00000260187	Y	Y
USP2-AS1	ENST00000500970	Y	N
THY1	ENST00000284240	Y	Y
THY1-AS1	ENST00000578216	Y	N
DUXAP5	ENST00000529668	Y	N
KRT8P7	ENST00000533003	Y	N
NECTIN1	ENST00000264025	Y	Y
NECTIN1-AS1	ENST00000529229	Y	N
LINC02744	ENST00000662076	Y	N
TRIM29	ENST00000341846	Y	Y
OAF	ENST00000328965	Y	Y
POU2F3	ENST00000543440	Y	Y
TLCD5	ENST00000375095	Y	Y
ARHGEF12	ENST00000397843	Y	Y
GRIK4	ENST00000527524	Y	Y
ELOCP22	ENST00000529735	Y	N
HMGB1P42	ENST00000532126	Y	N
TBCEL-TECTA	ENST00000645041	Y	N
TECTA	ENST00000392793	Y	Y
RPS4XP12	ENST00000461747	Y	N
SC5D	ENST00000264027	Y	Y
BMPR1AP2	ENST00000527904	Y	N
SORL1	ENST00000260197	Y	Y
BLID	ENST00000560104	Y	Y
MIR100HG	ENST00000533109	Y	N
GLULP3	ENST00000526011	Y	N
UBASH3B	ENST00000284273	Y	Y
CRTAM	ENST00000227348	Y	Y
JHY	ENST00000227349	Y	Y
ATP5PBP5	ENST00000526403	Y	N
BSX	ENST00000343035	Y	Y
RPL34P23	ENST00000469983	Y	N
RPS26P43	ENST00000497201	Y	N
RPL31P47	ENST00000479573	Y	N
HSPA8	ENST00000534624	Y	Y
CLMP	ENST00000448775	Y	Y
LINC02727	ENST00000657363	Y	N
PHBP17	ENST00000528576	Y	N
GRAMD1B	ENST00000635736	Y	Y
SF3A3P2	ENST00000528675	Y	N
SCN3B	ENST00000299333	Y	Y
ZNF202	ENST00000530393	Y	Y
OR6X1	ENST00000327930	Y	Y
OR6M1	ENST00000309154	Y	Y
OR6M2P	ENST00000529831	Y	N
OR6M3P	ENST00000531567	Y	N
TMEM225	ENST00000375026	Y	Y
OR8D4	ENST00000641687	Y	Y
OR4D5	ENST00000307033	Y	Y
OR6T1	ENST00000321252	Y	Y
OR10S1	ENST00000641123	Y	N
OR10G6	ENST00000307002	Y	Y
OR10G5P	ENST00000532733	Y	N
OR10G4	ENST00000641722	Y	Y
OR10G9	ENST00000375024	Y	Y
OR10G8	ENST00000641224	Y	Y
OR10G7	ENST00000641585	Y	Y
OR10D5P	ENST00000392760	Y	N
OR10D4P	ENST00000525892	Y	N
OR10N1P	ENST00000392758	Y	N
VWA5A	ENST00000456829	Y	Y
OR10D1P	ENST00000355343	Y	N
OR10D3	ENST00000641351	Y	N
OR8F1P	ENST00000425243	Y	N
OR8G3P	ENST00000641848	Y	N
OR8G2P	ENST00000412796	Y	N
OR8G7P	ENST00000616658	Y	N
OR8G1	ENST00000641972	Y	Y
OR8G5	ENST00000641992	Y	Y
SLC5A4P1	ENST00000532944	Y	N
OR8D1	ENST00000641015	Y	Y
OR8D2	ENST00000624618	Y	Y
OR8B7P	ENST00000526868	Y	N
OR8B6P	ENST00000525146	Y	N
OR8B5P	ENST00000533932	Y	N
OR8B1P	ENST00000419328	Y	N
OR8C1P	ENST00000427511	Y	N
OR8B2	ENST00000641451	Y	Y
OR8B3	ENST00000641139	Y	Y
OR8X1P	ENST00000534542	Y	N
OR8B4	ENST00000356130	Y	Y
OR8B8	ENST00000642064	Y	Y
OR8A2P	ENST00000528631	Y	N
OR8B9P	ENST00000419756	Y	N
OR8B10P	ENST00000529692	Y	N
OR8A3P	ENST00000528904	Y	N
OR8B12	ENST00000306842	Y	Y
OR8A1	ENST00000284287	Y	Y
OR8Q1P	ENST00000526467	Y	N
PANX3	ENST00000284288	Y	Y
TBRG1	ENST00000441174	Y	Y
SIAE	ENST00000263593	Y	Y
RNA5SP352	ENST00000363408	Y	N
SPA17	ENST00000227135	Y	Y
NRGN	ENST00000284292	Y	Y
VSIG2	ENST00000326621	Y	Y
ESAM	ENST00000278927	Y	Y
MSANTD2	ENST00000374979	Y	Y
ROBO3	ENST00000397801	Y	Y
ROBO4	ENST00000306534	Y	Y
HEPACAM	ENST00000298251	Y	Y
HEPN1	ENST00000408930	Y	N
CCDC15-DT	ENST00000667169	Y	N
CCDC15	ENST00000344762	Y	Y
SLC37A2	ENST00000403796	Y	Y
KRT18P59	ENST00000524879	Y	N
PKNOX2-AS1	ENST00000532316	Y	N
PKNOX2	ENST00000298282	Y	Y
FEZ1	ENST00000278919	Y	Y
AP000708.1	ENST00000527818	Y	N
EI24	ENST00000278903	Y	Y
STT3A	ENST00000392708	Y	Y
CHEK1	ENST00000438015	Y	Y
ACRV1	ENST00000533904	Y	Y
PATE1	ENST00000305738	Y	Y
PATE2	ENST00000358524	Y	Y
PATE3	ENST00000445202	Y	Y
PATE4	ENST00000457514	Y	Y
HYLS1	ENST00000425380	Y	Y
PUS3	ENST00000227474	Y	Y
DDX25	ENST00000263576	Y	Y
VSIG10L2	ENST00000638636	Y	N
CDON	ENST00000531738	Y	Y
NAP1L1P1	ENST00000524793	Y	N
RPUSD4	ENST00000298317	Y	Y
FAM118B	ENST00000533050	Y	Y
SRPRA	ENST00000332118	Y	Y
FOXRED1	ENST00000263578	Y	Y
RPL35AP26	ENST00000476981	Y	N
TIRAP	ENST00000392679	Y	Y
DCPS	ENST00000263579	Y	Y
GSEC	ENST00000629441	Y	N
ST3GAL4	ENST00000444328	Y	Y
KIRREL3	ENST00000525144	Y	Y
KIRREL3-AS1	ENST00000548204	Y	N
KIRREL3-AS2	ENST00000532988	Y	N
KIRREL3-AS3	ENST00000525678	Y	N
LINC02712	ENST00000608214	Y	N
DNAJB6P1	ENST00000526843	Y	N
LINC02725	ENST00000664091	Y	N
LINC02098	ENST00000650607	Y	N
ETS1	ENST00000392668	Y	Y
ETS1-AS1	ENST00000525706	Y	N
SENCR	ENST00000526269	Y	N
FLI1	ENST00000527786	Y	Y
KCNJ1	ENST00000392666	Y	Y
KCNJ5	ENST00000529694	Y	Y
C11orf45	ENST00000524878	Y	N
TP53AIP1	ENST00000531399	Y	Y
ZNF123P	ENST00000531501	Y	N
BARX2	ENST00000281437	Y	Y
RPS27P20	ENST00000492051	Y	N
LINC01395	ENST00000631195	Y	N
TMEM45B	ENST00000281441	Y	Y
PRDM10	ENST00000360871	Y	Y
LINC00167	ENST00000530583	Y	N
ELOBP2	ENST00000526184	Y	N
APLP2	ENST00000338167	Y	Y
RPL34P21	ENST00000487566	Y	N
ST14	ENST00000278742	Y	Y
ZBTB44	ENST00000357899	Y	Y
NDUFAF2P2	ENST00000526902	Y	N
DDX18P5	ENST00000534547	Y	N
ZBTB44-DT	ENST00000649867	Y	N
ADAMTS8	ENST00000257359	Y	Y
ADAMTS15	ENST00000299164	Y	Y
BAK1P2	ENST00000532665	Y	N
LINC02873	ENST00000317019	Y	N
PPP1R10P1	ENST00000531876	Y	N
LINC02551	ENST00000533812	Y	N
SNX19	ENST00000265909	Y	Y
NTM-AS1	ENST00000663555	Y	N
NTM-IT	ENST00000421651	Y	N
OPCML	ENST00000524381	Y	Y
OPCML-IT2	ENST00000533260	Y	N
AP004782.1	ENST00000623990	Y	N
OPCML-IT1	ENST00000533859	Y	N
LINC02743	ENST00000526254	Y	N
SPATA19	ENST00000299140	Y	Y
IGSF9B	ENST00000533871	Y	Y
LINC02730	ENST00000661634	Y	N
LINC02731	ENST00000655895	Y	N
JAM3	ENST00000299106	Y	Y
PTP4A2P2	ENST00000534330	Y	N
NCAPD3	ENST00000534548	Y	Y
VPS26B	ENST00000281187	Y	Y
THYN1	ENST00000341541	Y	Y
ACAD8	ENST00000281182	Y	Y
GLB1L3	ENST00000431683	Y	Y
GLB1L2	ENST00000535456	Y	Y
B3GAT1	ENST00000312527	Y	Y
B3GAT1-DT	ENST00000661684	Y	N
AP004550.1	ENST00000532652	Y	N
LINC02706	ENST00000653881	Y	N
LINC02714	ENST00000513405	Y	N
LINC02697	ENST00000528497	Y	N
LINC02717	ENST00000650337	Y	N
LINC02684	ENST00000532071	Y	N
FAM138D	ENST00000504074	Y	N
WASH8P	ENST00000400706	Y	N
DDX11L8	ENST00000535849	Y	N
IQSEC3	ENST00000538872	Y	Y
SLC6A12-AS1	ENST00000539568	Y	N
SLC6A13	ENST00000343164	Y	Y
KDM5A	ENST00000399788	Y	Y
CCDC77	ENST00000239830	Y	Y
B4GALNT3	ENST00000266383	Y	Y
NINJ2	ENST00000305108	Y	Y
NINJ2-AS1	ENST00000543884	Y	N
LINC02455	ENST00000541881	Y	N
WNK1	ENST00000315939	Y	Y
RAD52	ENST00000358495	Y	Y
ERC1	ENST00000360905	Y	Y
HTR1DP1	ENST00000616500	Y	N
FBXL14	ENST00000339235	Y	Y
WNT5B	ENST00000397196	Y	Y
ADIPOR2	ENST00000357103	Y	Y
RPS4XP14	ENST00000493072	Y	N
CACNA2D4	ENST00000382722	Y	Y
LRTM2	ENST00000299194	Y	Y
LINC00940	ENST00000418006	Y	N
DCP1B	ENST00000280665	Y	Y
CACNA1C-IT1	ENST00000542984	Y	N
CACNA1C	ENST00000399655	Y	Y
CACNA1C-AS4	ENST00000669813	Y	N
CACNA1C-IT3	ENST00000542680	Y	N
CACNA1C-AS3	ENST00000543559	Y	N
CACNA1C-AS2	ENST00000545526	Y	N
CACNA1C-AS1	ENST00000501371	Y	N
ITFG2-AS1	ENST00000636122	Y	N
LINC02371	ENST00000670289	Y	N
IQSEC3P1	ENST00000538799	Y	N
RPL23AP14	ENST00000468281	Y	N
CBX3P4	ENST00000538909	Y	N
FKBP4	ENST00000001008	Y	Y
ITFG2-AS1	ENST00000547834	Y	N
ITFG2	ENST00000228799	Y	Y
NRIP2	ENST00000337508	Y	Y
TEX52	ENST00000637658	Y	Y
FOXM1	ENST00000359843	Y	Y
RHNO1	ENST00000489288	Y	Y
TULP3	ENST00000448120	Y	Y
TEAD4	ENST00000359864	Y	Y
TSPAN9	ENST00000011898	Y	Y
TSPAN9-IT1	ENST00000539784	Y	N
LINC02827	ENST00000432994	Y	N
LINC02417	ENST00000542449	Y	N
THCAT155	ENST00000673532	Y	N
PRMT8	ENST00000382622	Y	Y
CRACR2A	ENST00000440314	Y	Y
PARP11	ENST00000228820	Y	Y
OTUD4P1	ENST00000237841	Y	N
PARP11-AS1	ENST00000537149	Y	N
HSPA8P5	ENST00000456928	Y	N
CCND2-AS1	ENST00000663068	Y	N
CCND2	ENST00000261254	Y	Y
TIGAR	ENST00000179259	Y	Y
FGF23	ENST00000237837	Y	Y
FGF6	ENST00000228837	Y	Y
C12orf4	ENST00000261250	Y	Y
RAD51AP1	ENST00000352618	Y	Y
DYRK4	ENST00000543431	Y	N
AKAP3	ENST00000228850	Y	Y
NDUFA9	ENST00000266544	Y	Y
GAU1	ENST00000527518	Y	N
GALNT8	ENST00000252318	Y	Y
KCNA6	ENST00000280684	Y	N
KCNA1	ENST00000382545	Y	Y
KCNA5	ENST00000252321	Y	Y
LINC02443	ENST00000669681	Y	N
NTF3	ENST00000423158	Y	Y
VWF	ENST00000261405	Y	Y
CD9	ENST00000009180	Y	Y
ATP5MFP5	ENST00000537967	Y	N
TNFRSF1A	ENST00000162749	Y	Y
SCNN1A	ENST00000228916	Y	Y
LTBR	ENST00000228918	Y	Y
SRP14P1	ENST00000447193	Y	N
CD27-AS1	ENST00000545339	Y	N
CD27	ENST00000266557	Y	Y
TAPBPL	ENST00000266556	Y	Y
VAMP1	ENST00000396308	Y	Y
MRPL51	ENST00000229238	Y	Y
NCAPD2	ENST00000315579	Y	Y
GAPDH	ENST00000229239	Y	Y
IFFO1	ENST00000619571	Y	Y
NOP2	ENST00000322166	Y	Y
CHD4	ENST00000544040	Y	Y
LPAR5	ENST00000329858	Y	Y
ACRBP	ENST00000229243	Y	Y
ING4	ENST00000341550	Y	Y
PIANP	ENST00000534837	Y	Y
COPS7A	ENST00000543155	Y	Y
MLF2	ENST00000203630	Y	Y
PTMS	ENST00000309083	Y	Y
LAG3	ENST00000203629	Y	Y
CD4	ENST00000011653	Y	Y
GPR162	ENST00000311268	Y	Y
P3H3	ENST00000290510	Y	Y
GNB3	ENST00000229264	Y	Y
CDCA3	ENST00000538862	Y	Y
USP5	ENST00000229268	Y	Y
TPI1	ENST00000396705	Y	Y
SPSB2	ENST00000524270	Y	Y
RPL13P5	ENST00000441655	Y	N
DSTNP2	ENST00000504533	Y	N
LRRC23	ENST00000443597	Y	Y
ENO2	ENST00000229277	Y	Y
ATN1	ENST00000396684	Y	Y
C12orf57	ENST00000229281	Y	Y
PTPN6	ENST00000318974	Y	Y
MIR200CHG	ENST00000537269	Y	N
PHB2	ENST00000535923	Y	Y
EMG1	ENST00000599672	Y	Y
LPCAT3	ENST00000261407	Y	Y
C1S	ENST00000360817	Y	Y
C1RL	ENST00000266542	Y	Y
C1RL-AS1	ENST00000541775	Y	N
RBP5	ENST00000266560	Y	Y
CLSTN3	ENST00000266546	Y	Y
PEX5	ENST00000675855	Y	Y
ACSM4	ENST00000399422	Y	N
CD163L1	ENST00000313599	Y	Y
CD163	ENST00000432237	Y	Y
GAPDHP31	ENST00000509325	Y	N
NIFKP3	ENST00000417799	Y	N
APOBEC1	ENST00000229304	Y	Y
GDF3	ENST00000329913	Y	Y
DPPA3	ENST00000345088	Y	Y
CLEC4C	ENST00000360345	Y	Y
NANOGNB	ENST00000382119	Y	Y
NANOG	ENST00000229307	Y	Y
SLC2A14	ENST00000431042	Y	Y
NANOGP1	ENST00000525030	Y	N
SLC2A3	ENST00000075120	Y	Y
HSPD1P12	ENST00000429127	Y	N
FOXJ2	ENST00000162391	Y	Y
C3AR1	ENST00000307637	Y	Y
NECAP1	ENST00000339754	Y	Y
CLEC4A	ENST00000229332	Y	Y
POU5F1P3	ENST00000428824	Y	N
GCSHP4	ENST00000538792	Y	N
ZNF705A	ENST00000359286	Y	N
FAM66C	ENST00000454799	Y	N
DEFB109F	ENST00000491870	Y	N
FAM90A1	ENST00000538603	Y	Y
ALG1L10P	ENST00000437882	Y	N
FAM86FP	ENST00000338711	Y	N
LINC02449	ENST00000536034	Y	N
ENPP7P5	ENST00000541031	Y	N
LINC00937	ENST00000544461	Y	N
RPS3AP43	ENST00000479743	Y	N
OR7E140P	ENST00000425390	Y	N
OR7E148P	ENST00000439409	Y	N
OR7E149P	ENST00000544395	Y	N
CLEC6A	ENST00000382073	Y	Y
SUPT4H1P2	ENST00000501248	Y	N
CLEC4D	ENST00000299665	Y	Y
CLEC4E	ENST00000299663	Y	Y
AICDA	ENST00000229335	Y	Y
HADHAP2	ENST00000540341	Y	N
MFAP5	ENST00000359478	Y	Y
RIMKLB	ENST00000535829	Y	Y
RPSAP51	ENST00000497462	Y	N
A2ML1-AS1	ENST00000537288	Y	N
A2ML1-AS2	ENST00000394240	Y	N
A2ML1	ENST00000299698	Y	Y
PHC1	ENST00000544916	Y	Y
KLRG1	ENST00000356986	Y	Y
HNRNPA1P34	ENST00000391992	Y	N
VDAC2P2	ENST00000544463	Y	N
LINC00612	ENST00000538094	Y	N
A2M-AS1	ENST00000667950	Y	N
A2M	ENST00000318602	Y	Y
KRT17P8	ENST00000540749	Y	N
BTG1P1	ENST00000540396	Y	N
PZP	ENST00000261336	Y	Y
TPT1P12	ENST00000448968	Y	N
A2MP1	ENST00000566278	Y	N
PTMAP4	ENST00000426188	Y	N
LINC00987	ENST00000538219	Y	N
LINC02367	ENST00000664173	Y	N
DDX12P	ENST00000432996	Y	N
KLRB1	ENST00000229402	Y	Y
GOT2P3	ENST00000426641	Y	N
CLEC2D	ENST00000290855	Y	Y
NPM1P7	ENST00000396690	Y	N
LINC02390	ENST00000541404	Y	N
CLECL1	ENST00000327839	Y	N
CD69	ENST00000228434	Y	Y
GCNAP1	ENST00000543168	Y	N
KLRF1	ENST00000617889	Y	Y
CLEC2B	ENST00000228438	Y	Y
KLRF2	ENST00000535540	Y	Y
CLEC2A	ENST00000455827	Y	Y
LINC02470	ENST00000412084	Y	N
CLEC12A-AS1	ENST00000420905	Y	N
CLEC12A	ENST00000304361	Y	Y
CLEC1B	ENST00000298527	Y	N
CLEC12B	ENST00000338896	Y	Y
CLEC9A	ENST00000355819	Y	Y
CLEC1A	ENST00000315330	Y	Y
HNRNPABP1	ENST00000406003	Y	N
CLEC7A	ENST00000304084	Y	Y
OLR1	ENST00000309539	Y	Y
TMEM52B	ENST00000543484	Y	Y
GABARAPL1	ENST00000266458	Y	Y
GABARAPL1-AS1	ENST00000538416	Y	N
KLRD1	ENST00000336164	Y	Y
LINC02617	ENST00000539009	Y	N
LINC02598	ENST00000535911	Y	N
KLRK1-AS1	ENST00000500682	Y	N
KLRK1	ENST00000240618	Y	Y
KLRC4-KLRK1	ENST00000539300	Y	N
KLRC4	ENST00000309384	Y	N
KLRC3	ENST00000396439	Y	Y
KLRC2	ENST00000381902	Y	Y
KLRC1	ENST00000359151	Y	Y
EIF2S3B	ENST00000538173	Y	N
SLC25A39P2	ENST00000537614	Y	N
LINC02446	ENST00000652990	Y	N
KLRA1P	ENST00000503499	Y	N
MAGOHB	ENST00000320756	Y	Y
STYK1	ENST00000075503	Y	Y
YBX3	ENST00000228251	Y	Y
LINC02366	ENST00000540188	Y	N
HSPE1P12	ENST00000412576	Y	N
TAS2R7	ENST00000240687	Y	Y
TAS2R8	ENST00000240615	Y	Y
TAS2R9	ENST00000240691	Y	Y
TAS2R10	ENST00000240619	Y	N
PRR4	ENST00000228811	Y	Y
PRH1	ENST00000543626	Y	N
TAS2R13	ENST00000390677	Y	Y
PRH2	ENST00000396400	Y	Y
TAS2R14	ENST00000537503	Y	N
TAS2R15P	ENST00000390674	Y	N
TAS2R50	ENST00000506868	Y	Y
TAS2R20	ENST00000538986	Y	Y
TAS2R19	ENST00000390673	Y	Y
TAS2R31	ENST00000390675	Y	Y
TAS2R63P	ENST00000541376	Y	N
TAS2R46	ENST00000533467	Y	Y
TAS2R64P	ENST00000422992	Y	N
TAS2R43	ENST00000531678	Y	Y
TAS2R30	ENST00000539585	Y	N
SMIM10L1	ENST00000622602	Y	Y
TAS2R42	ENST00000334266	Y	Y
PRB3	ENST00000538488	Y	N
PRB4	ENST00000279575	Y	Y
PRB1	ENST00000546254	Y	N
PRB2	ENST00000389362	Y	Y
HIGD1AP8	ENST00000453927	Y	N
DDX55P1	ENST00000603334	Y	N
LINC01252	ENST00000541162	Y	N
ETV6	ENST00000396373	Y	Y
BCL2L14	ENST00000308721	Y	Y
PTMAP9	ENST00000539347	Y	N
LRP6	ENST00000261349	Y	Y
MANSC1	ENST00000535902	Y	Y
RPL23AP66	ENST00000494341	Y	N
LOH12CR2	ENST00000381800	Y	N
BORCS5	ENST00000314565	Y	Y
DUSP16	ENST00000298573	Y	Y
CREBL2	ENST00000228865	Y	Y
RPL21P136	ENST00000605378	Y	N
GPR19	ENST00000651487	Y	Y
CDKN1B	ENST00000228872	Y	Y
STX8P1	ENST00000603161	Y	N
APOLD1	ENST00000356591	Y	Y
DDX47	ENST00000358007	Y	Y
RPL13AP20	ENST00000459725	Y	N
GPRC5A	ENST00000014914	Y	Y
GPRC5D-AS1	ENST00000542078	Y	N
GPRC5D	ENST00000228887	Y	N
HEBP1	ENST00000014930	Y	Y
HTR7P1	ENST00000538670	Y	N
FAM234B	ENST00000197268	Y	Y
GSG1	ENST00000651961	Y	Y
EMP1	ENST00000256951	Y	Y
LINC01559	ENST00000532841	Y	N
RNA5SP353	ENST00000364606	Y	N
GRIN2B	ENST00000609686	Y	Y
MRPS18CP4	ENST00000535821	Y	N
GNAI2P1	ENST00000541815	Y	N
RPL30P11	ENST00000495304	Y	N
ATF7IP	ENST00000261168	Y	Y
PLBD1	ENST00000240617	Y	Y
PLBD1-AS1	ENST00000660979	Y	N
GUCY2C	ENST00000261170	Y	Y
H4-16	ENST00000539745	Y	N
H2AJ	ENST00000544848	Y	N
WBP11	ENST00000261167	Y	Y
C12orf60	ENST00000330828	Y	Y
SMCO3	ENST00000316048	Y	Y
ART4	ENST00000228936	Y	Y
MGP	ENST00000539261	Y	Y
ERP27	ENST00000266397	Y	Y
ARHGDIB	ENST00000228945	Y	Y
PDE6H	ENST00000266395	Y	Y
LINC01489	ENST00000542689	Y	N
RERG	ENST00000256953	Y	Y
RERG-IT1	ENST00000539734	Y	N
RERG-AS1	ENST00000541243	Y	N
METTL8P1	ENST00000428182	Y	N
PTPRO	ENST00000281171	Y	Y
EPS8	ENST00000281172	Y	Y
STRAP	ENST00000419869	Y	Y
DERA	ENST00000428559	Y	Y
EGLN3P1	ENST00000541727	Y	N
SLC15A5	ENST00000344941	Y	Y
MGST1	ENST00000396210	Y	Y
SUPT16HP1	ENST00000537175	Y	N
LMO3	ENST00000537304	Y	Y
SKP1P2	ENST00000444513	Y	N
EEF1A1P16	ENST00000325349	Y	N
RPL7P40	ENST00000481703	Y	N
PSMC1P8	ENST00000536820	Y	N
TIMM17BP1	ENST00000545713	Y	N
LINC02378	ENST00000540399	Y	N
RERGL	ENST00000538724	Y	Y
PIK3C2G	ENST00000538779	Y	Y
NDFIP1P1	ENST00000543144	Y	N
ZKSCAN7P1	ENST00000543668	Y	N
PLCZ1	ENST00000266505	Y	Y
PSMC1P9	ENST00000396338	Y	N
CAPZA3	ENST00000317658	Y	Y
RPL7P6	ENST00000480903	Y	N
MEF2BNBP1	ENST00000502742	Y	N
PLEKHA5	ENST00000429027	Y	Y
PDCD5P1	ENST00000543528	Y	N
AEBP2	ENST00000266508	Y	Y
EEF1A1P4	ENST00000359165	Y	N
TCP1P3	ENST00000414406	Y	N
LINC02398	ENST00000536666	Y	N
LINC02468	ENST00000655042	Y	N
PDE3A	ENST00000359062	Y	Y
UBE2L2	ENST00000254302	Y	N
SLCO1C1	ENST00000266509	Y	Y
SLCO1B3	ENST00000381545	Y	Y
SLCO1B3-SLCO1B7	ENST00000540229	Y	N
SLCO1B7	ENST00000648739	Y	N
SLCO1B1	ENST00000256958	Y	Y
IAPP	ENST00000240652	Y	Y
PYROXD1	ENST00000240651	Y	Y
ELOCP31	ENST00000540463	Y	N
